label,hand,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
neutral,Left,0.0,0.0,0.37999780546990025,0.11146290572241908,0.8115108978623469,-0.12594210716966994,1.1069776802689306,-0.31499858058217767,1.3336253280463717,-0.3976272436852311,0.8447792473288591,-0.6618370070398074,1.1578434372414967,-0.7013820546706452,1.3993057833798541,-0.6445166486583259,1.5857935259937355,-0.5855484430926383,0.7453552653056709,-0.6666508594093117,1.0611258850454766,-0.6802001796470328,1.2864840491143898,-0.6029084270938441,1.4946113426596992,-0.5528209833353624,0.621285468667973,-0.5615399405286942,0.9116128081963181,-0.5676389838312559,1.1119166835540641,-0.47875343537373904,1.3001479534358138,-0.4141960361459422,0.475513380534284,-0.3775496025979353,0.6985227359940409,-0.37432407715237914,0.8542051916207716,-0.30429371941366423,0.9841039169199106,-0.23477981558535568
neutral,Left,0.0,0.0,0.5231275951987602,0.24728543199171366,0.9708383520643923,0.13256424173514086,1.2739280442274166,-0.0034916774273269797,1.5062501040282879,-0.06484705417280329,0.8648926706599543,-0.7482478051419309,1.2606896511949306,-0.7383999737263005,1.5248140475961955,-0.5723119517502581,1.7283082019627425,-0.36742939952454623,0.6772790018141897,-0.7357101517470473,1.0827724936008742,-0.5574953035501347,1.3101349289636588,-0.3061206916146721,1.503802818573452,-0.05829927511710304,0.4546276439847315,-0.5377515576761321,0.8067542616049649,-0.3830867938690787,1.0202274150993271,-0.2032060096618819,1.2187640663384967,-0.028670928441844278,0.22449866590537798,-0.22882578620034102,0.39195316552992376,-0.1591280015391896,0.5390254047570009,-0.129218934746748,0.6862351756283905,-0.08672201020597207
neutral,Left,0.0,0.0,0.6301460395880735,0.21302869232798716,1.1254741362463097,0.19269877721651746,1.4756923519702076,0.1598695358763821,1.8017282729255168,0.10450759472141333,0.9552225100830704,-0.676037003948085,1.4091745454070503,-0.6391083273345005,1.7134469381480564,-0.47155167897361766,1.95656155704541,-0.2600858819576305,0.7359917243556959,-0.6769715186707241,1.1602667792081474,-0.5223430912264834,1.4386033193820489,-0.24639194208105916,1.6561975534646045,-0.006424980531511013,0.4867567245531758,-0.46786656057227455,0.851217082755719,-0.379453641825247,1.0950763211426633,-0.17189776847639385,1.3018311818721113,-0.013360951871952806,0.23302331767443774,-0.13972069258309208,0.40326535316934115,-0.035251460535021914,0.5684546409582181,0.0029761761979616936,0.7320476579092865,0.028915481405667014
neutral,Left,0.0,0.0,0.6650335544568775,0.18662275812170812,1.1689406832405926,0.17679465715380993,1.5168868890283453,0.10769283460744425,1.8431104618226595,0.014417103494718685,0.9632915036000249,-0.6861670380280201,1.358482356684865,-0.6720059864617943,1.644606587569868,-0.5259536598004716,1.8871027129921099,-0.3256482225777458,0.7455569029213579,-0.6664226745000781,1.1029720470168323,-0.49552487792700706,1.3374922315287767,-0.272542745959318,1.5312836770257434,-0.0739422772664366,0.4857784222596612,-0.4497398799468367,0.7926650914062546,-0.3156093004112382,1.0099324356465493,-0.1681870192702248,1.2122391410109832,-0.05131004662881642,0.2145638498515822,-0.1345529885553576,0.3390560674980309,-0.0024884567661308545,0.4809425672748327,0.033300549909794225,0.6302572561568177,0.06344721468839241
neutral,Left,0.0,0.0,0.602604570001852,0.2184467949791723,1.0539410954689215,0.18035417960590666,1.3695668906903025,0.030322833128977985,1.6513202785442664,-0.08925294258031383,0.942332665000991,-0.6957435612999956,1.3400134728272715,-0.7119722810869568,1.6176458200391521,-0.5497668866458209,1.8434583963682056,-0.3279592055250244,0.7241690950996548,-0.6896036737815656,1.0941505674866132,-0.5655055575923845,1.3363817092951282,-0.2841488391934823,1.5283068295128472,-0.010378231190025856,0.458344995615212,-0.4920121226809819,0.7636986725844485,-0.3876633606250512,0.9684105947494859,-0.1826354148377416,1.1481956231431198,0.0036510567935761694,0.17881457734355524,-0.18663529379802596,0.29007148458817694,-0.08768247109966967,0.422626994859117,-0.02260089817304411,0.5538763513310445,0.05302868664421748
neutral,Left,0.0,0.0,0.5906888969396965,0.05496170236560339,1.1023040756091058,0.0852385331570812,1.4605305323451958,0.08946793254070914,1.7508031591783286,0.07742088879779961,1.0455896568659109,-0.6084085777848498,1.5401476524539326,-0.5594520420047205,1.8713397610103775,-0.36151290666085295,2.134314235786283,-0.11292598802394385,0.8414750349573535,-0.5402694875536233,1.28550946558304,-0.34857285691163037,1.5355383413372174,0.03507737837608417,1.7237218556159424,0.3913833599580621,0.5831858536447805,-0.27397526721791987,0.9278767810050672,-0.118120107089344,1.149175792395529,0.16101171488778313,1.350785984935521,0.40553998098739563,0.30351916717152033,0.1098380313080411,0.42300823710132607,0.3001678334451514,0.5476525811889915,0.4456065822132823,0.6795844006780798,0.5889502671769273
neutral,Left,0.0,0.0,0.6034680395481314,-0.024292986182375326,1.108172279861884,0.016773171654954375,1.468902523670914,0.12332891652030063,1.7655946962720006,0.18852073364658536,1.0984902600208302,-0.5731818718390569,1.6268330224580159,-0.5266631962543055,1.9742711237201014,-0.3292516470825973,2.2562826104409415,-0.09679231059496708,0.8872045226030222,-0.4613436349405708,1.3965003568093404,-0.23474973579218983,1.7171495123955312,0.09560303020194752,1.9694892629567915,0.4109107694995197,0.6047014006818907,-0.17817165524923512,1.0185660296144512,0.015283422539341373,1.272215158097073,0.269041853266859,1.497483036595446,0.49309526237750373,0.30340683890479175,0.2163248857699254,0.5052269119539525,0.40332618327141995,0.6739666380953105,0.5127255857179575,0.8368251837757265,0.6040932663810729
neutral,Left,0.0,0.0,0.4937625427951603,-0.08960200105424063,0.9899183210790035,-0.1445000884952746,1.3364840875454167,-0.13005271836178878,1.5898088236528796,-0.0644598348428617,1.014027389979531,-0.6298239374281511,1.4645113914425099,-0.6163928727761608,1.8023797899134657,-0.47243332126396326,2.067302082829434,-0.2774298069533819,0.8641759053907012,-0.5031631685962631,1.2736946399180105,-0.3256895245223658,1.5695466828967068,-0.08629720911480644,1.8185495219723182,0.16408415918983596,0.6482373777333267,-0.23742367331830536,0.998765216316821,-0.12163041652340015,1.2517393230351133,0.06875054704876633,1.4800318394329328,0.2691042580365203,0.40237501055273756,0.11278112245281749,0.5608738874544178,0.190787165920396,0.707571306762556,0.23846956440390418,0.8427759182929327,0.31013309404046596
neutral,Left,0.0,0.0,0.5013276450736406,0.20448134915343782,0.8855563649264365,0.0074108119482204195,1.1470131904016323,-0.1950483551883051,1.3705414122129367,-0.32502704410377636,0.8174993697064704,-0.7385539492317922,1.1307878624645353,-0.7677396839658744,1.41056545138911,-0.7252802873559239,1.6392519401660208,-0.6385616429033021,0.7002214874815871,-0.7139105737851433,1.038263878503876,-0.6833336652135601,1.308153851989862,-0.5750187336918549,1.5571354144312655,-0.4697039826076976,0.5397966539095125,-0.5630257228359122,0.838404567878449,-0.5292218050209437,1.050460264195647,-0.4052492601512556,1.2526697911308475,-0.3091336059066651,0.35446820220987096,-0.34003887005836975,0.46801497547981263,-0.31678538330018013,0.5875685353700582,-0.3060151917572926,0.7017575618735251,-0.2984373104336679
neutral,Left,0.0,0.0,0.32894213017521917,0.15177211311807554,0.7091976134195717,-0.026844525237398293,0.9876674778401882,-0.25605166428780285,1.234059316951517,-0.42404976624522717,0.8151807253832777,-0.5706617032854153,1.110290859209354,-0.8378421167628645,1.339499525842967,-0.9647011808522099,1.538623052220937,-1.0433338320199042,0.7090332454663506,-0.7051605165164808,1.0290426800722818,-0.9667689174830649,1.2694286730415674,-1.066921549857049,1.4952812393663826,-1.1397487737996386,0.5468613458656647,-0.7630986924436906,0.8416045542050897,-1.0057430644282364,1.0700720374659995,-1.0703091183799391,1.2843378851552978,-1.1211635854532769,0.341063502933667,-0.7578670254716512,0.5412639754735407,-0.9365105492915924,0.701603386257461,-0.9701204350422375,0.8400473358824733,-0.9880683156740655
neutral,Left,0.0,0.0,0.3567876633138187,0.05317813335771063,0.6694649149473783,-0.2152149708364699,0.9002705955082532,-0.4455569991095243,1.1191757781158584,-0.666498022161053,0.7262508092074894,-0.7027576655705768,0.937780119132462,-0.9908784785976953,1.1408908741224568,-1.1584636170680072,1.3469125730949927,-1.283617075669216,0.6137321431470165,-0.7895029396178925,0.8392882732666899,-1.0850630696649495,1.0654649264828806,-1.2273047385090787,1.3001934480516786,-1.3297247793352889,0.4565288539990241,-0.8002804460310887,0.6712416240895637,-1.1191950523449135,0.8764521992560392,-1.2495241768426135,1.0830424879856946,-1.3366683203523153,0.2618746670068649,-0.7422655519711022,0.40812564319203826,-0.9898242853474428,0.5532314089341999,-1.1140959479693902,0.6988888994830579,-1.2011067780614624
neutral,Left,0.0,0.0,0.344588715926671,-0.032181223814091914,0.627250335746646,-0.2892320455928429,0.8332771137579604,-0.5214753199412849,1.0199094709754821,-0.7132421052971281,0.6617355315475482,-0.6884727158934351,0.8757093223678749,-0.9629255298610327,1.0477174951315908,-1.1602860887135737,1.209218203199066,-1.3331107949455714,0.557975404451407,-0.8298477214924778,0.782890405637609,-1.1084875336084328,0.9646892518127806,-1.3173049191991595,1.148286113862355,-1.4926569909282186,0.42463918413045293,-0.9270951428686701,0.6293205294438093,-1.210631982235836,0.7906446962615612,-1.4081946820268425,0.9481438831708119,-1.5616764083490295,0.2497128883566082,-0.9879277315283824,0.3945781458585211,-1.2399214072480342,0.5102286038559846,-1.3829980676289495,0.6274889441662445,-1.4891879915971347
neutral,Left,0.0,0.0,0.29677125871052806,-0.1324921288762336,0.5164954309668001,-0.39838345631486693,0.677891841133009,-0.5973945046742016,0.8145400132205882,-0.7856814116989809,0.49499004858722895,-0.8413320130786147,0.6517238595392963,-1.1337212768664051,0.789484660270698,-1.3162794515117378,0.9259460347340577,-1.4712189040625967,0.407812453859665,-0.9130582222281393,0.5781904445537098,-1.2115467547307548,0.7386818243091263,-1.3962306700255018,0.8999974791705417,-1.538127529069588,0.28977613632409155,-0.9299811489157503,0.45276991089042173,-1.2395743515376303,0.5875333846777431,-1.4210753658293018,0.7212835425319349,-1.5644317342582554,0.13744308162819865,-0.8904096220741421,0.22407598590348074,-1.1454630166123745,0.3022815846974647,-1.315610365261668,0.3851387706185729,-1.4566664310692292
neutral,Left,0.0,0.0,0.28305786995324983,-0.10548275490811686,0.5075333305815914,-0.39363697750767845,0.6807362553188094,-0.6198109432101492,0.8505040671192209,-0.7664811376910177,0.5017494528935639,-0.8503474688454075,0.6784555312614245,-1.2147834741184573,0.8148346231385836,-1.4041635448661571,0.9466872293498055,-1.5656316481544548,0.3888307922510799,-0.9213015605135415,0.5715765813157917,-1.296853949667537,0.7157420408395688,-1.522033055748134,0.8581062015025291,-1.7259202398456068,0.2455224361136561,-0.9318537300256005,0.4104329797980967,-1.2936635738725593,0.5306255046456275,-1.5148286977287906,0.6519828861716318,-1.7057280648308544,0.07519941225154239,-0.8975363069704809,0.17446513194687227,-1.2061969479123271,0.2566721075955862,-1.397349635751442,0.33845262511093377,-1.5681344989077168
neutral,Left,0.0,0.0,0.26209464415352074,-0.09594688711091637,0.4586492675832396,-0.38379217949307715,0.6163254258020752,-0.6276463281138688,0.7780914047013402,-0.8147787794905795,0.4373444267898046,-0.8775528556157667,0.6139899674487715,-1.2477076013413422,0.7394187191643146,-1.438154474646989,0.8544038504066142,-1.601938181639922,0.3325365300045901,-0.9430832115407963,0.494463790233366,-1.3412725182548637,0.6293282044502033,-1.561005342640026,0.7626381968645143,-1.7541144653074612,0.1951455763087241,-0.9360969714783276,0.3391361781161714,-1.3495256523563863,0.4557180146556257,-1.5772917366710042,0.5761339574079956,-1.7713937160623068,0.03297589071074591,-0.8727585113748397,0.11302257304162282,-1.1868193690765776,0.18986859617911117,-1.404648026753645,0.2683121300136519,-1.6149914991316299
